id,fire_name,county_id,county_name,location,latitude,longitude,minimum_temp,maximum_temp,average_temp,wind_speed,air_pressure,precipitation
695,Oroville Spillway ,4,Butte,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",39.51158,-121.55633,11.0,16.0,15.0,27.0,1007.0,7.7
696,Ranch Fire (Mendocino Complex),"6,11,17,23",Colusa,"off Highway 20 near Potter Valley, northeast of Ukiah ",39.243283,-123.10336699999999,14.0,36.0,28.0,7.0,1014.0,0.0
697,Carr Fire,"45,53",Shasta,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",40.65428,-122.62357,23.0,37.0,33.0,5.0,1020.0,0.1
698,Woolsey Fire,"19,56",Los Angeles,"E Street and Alfa Road Rd, South of Simi Valley",34.235,-118.70128000000001,14.0,20.0,18.0,2.0,1015.0,0.1
699,Ferguson Fire,22,Mariposa,"Highway 140 and Hite Cove, near El Portal",37.6549,-119.88581,14.0,24.0,22.0,5.0,1017.0,0.0
700,County Fire,"28,57",Napa,east of Lake Berryessa,38.80583,-122.18183,24.0,40.0,35.0,15.0,1011.0,0.0
701,Delta Fire,"45,53",Shasta,"I-5 and Lamoine, 2 miles NW of Lakehead ",40.9425,-122.43,16.0,34.0,29.0,6.0,1013.0,0.0
702,River Fire (Mendocino Complex),"6,17,23",Colusa,"Old River Rd, near Mile Marker Post 7.9, Hopland ",39.04786,-123.11971000000001,14.0,36.0,28.0,7.0,1014.0,0.0
703,Hirz Fire,45,Shasta,"off Gilman and Moore Creek Campground, east of Lakehead ",40.896,-122.219,16.0,40.0,33.0,6.0,1016.0,0.0
704,Klamathon Fire,47,Siskiyou,"off Klamathon Road and Copco Road, south of Hornbrook",41.893332,-122.534655,12.0,28.0,24.0,6.0,1018.0,0.0
705,Donnell Fire,55,Tuolumne,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",38.349000000000004,-119.929,17.0,30.0,26.0,6.0,1015.0,0.0
706,Whaleback Fire,18,Lassen,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",40.633536,-120.86809099999999,15.0,33.0,28.0,6.0,1016.0,0.0
707,Pawnee Fire,17,Lake,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",39.0674,-122.59848000000001,20.0,37.0,32.0,9.0,1010.0,0.0
708,Waverly Fire,39,San Joaquin,"off North Waverly Road and North Shelton Road, east of Linden",38.052054999999996,-120.94548200000001,15.0,36.0,29.0,4.0,1013.0,0.0
709,Boot Fire,26,Mono,"Hwy 395 & Hwy 108, Sonora Junction",38.347395,-119.45186000000001,10.0,23.0,19.0,1.0,1013.0,0.0
710,Planada Fire,24,Merced,"off Doug Road and Bonner Road, north of the community of Planada",37.393390000000004,-120.34206999999999,17.0,33.0,28.0,8.0,1008.0,0.0
711,Lions Fire,20,Madera,near the Lion Point area in the Ansel Adams Wilderness,37.571,-119.118,8.0,20.0,17.0,2.0,1015.0,0.0
712,Sun Fire,52,Tehama,"Hwy 36 and Sunriver Road, east of Red Bluff",40.22027778,-122.18,13.0,26.0,20.0,14.0,1017.0,0.0
713,Lane Fire,52,Tehama,Off Hwy 36 in Paynes Creek,40.35068,-121.77866999999999,19.0,39.0,32.0,9.0,1014.0,0.0
714,Mill Creek 1 Fire,12,Humboldt,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",41.079440000000005,-123.688056,8.0,34.0,25.0,4.0,1016.0,0.0
715,Charlie Fire,19,Los Angeles,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",34.48229,-118.60858,19.0,29.0,26.0,1.0,1015.0,0.0
716,Five Fire,16,Kings,"off Interstate 5 and Milham Rd, Kettleman Hills area",35.97896,-119.98329,18.0,36.0,30.0,8.0,1015.0,0.0
717,Tarina Fire,15,Kern,"Breckenridge Rd & Comanche Dr, east of Bakersfield",35.37444,-118.83556000000002,21.0,37.0,32.0,5.0,1013.0,0.0
718,Georges Fire,14,Inyo,"off Hogback and Whitney Portal Road, Alabama Hills",36.6734,-118.21881,27.0,30.0,28.0,7.0,1014.0,0.0
719,Snell Fire,28,Napa,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",38.69601,-122.44468,15.0,34.0,27.0,6.0,1015.0,0.0
720,Chrome Fire,11,Glenn,"Hwy 162 and Forest Hwy 7, north of Elk Creek",39.64978,-122.58218000000001,13.0,26.0,22.0,9.0,1015.0,0.0
721,Turkey Fire,27,Monterey,"near Highway 46 and Turkey Flats, near Parkfield",35.847778000000005,-120.343056,18.0,36.0,30.0,8.0,1015.0,0.0
722,Hat Fire,45,Shasta,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",40.99344,-121.52225,15.0,37.0,31.0,4.0,1016.0,0.0
723,Nees Fire,24,Merced,Interstate 5 and W Nees Ave. south of Los Banos ,36.85156,-120.77206000000001,11.0,24.0,20.0,7.0,1012.0,0.4
724,Kerlin Fire,53,Trinity,"Kerlin Creek, west of Hyampom",40.616251,-123.52018999999999,15.0,32.0,26.0,3.0,1013.0,0.0
725,Nurse Fire,48,Solano,"off Highway 12 and Nurse Blue Road, Suisun City",38.21396,-121.9424,13.0,22.0,18.0,19.0,1017.0,0.0
726,Airline Fire,35,San Benito,Coalinga and Airline Highway,36.40755,-120.99322,10.0,31.0,24.0,8.0,1012.0,0.0
727,Moffat Fire,14,Inyo,"Highway 395 and Moffat Ranch Road, north of Lone Pine",36.71537,-118.08448999999999,5.0,11.0,8.0,14.0,1011.0,0.0
728,Patterson Fire,33,Riverside,"off Rawson Road and Royal Netherlands Road, south of Winchester",33.62924,-117.05991999999999,10.0,20.0,17.0,3.0,1013.0,0.0
729,Front Fire,42,Santa Barbara,off Highway 166 and Sierra Madre Road,35.11416667,-120.09222220000001,19.0,31.0,26.0,5.0,1015.0,0.0
730,Eel Fire,23,Mendocino,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",39.82877,-123.08488999999999,14.0,34.0,28.0,5.0,1015.0,0.0
731,Dale Fire,52,Tehama,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",40.33682,-121.93908,19.0,37.0,32.0,4.0,1018.0,0.0
732,Irish Fire,3,Amador,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",38.42623,-120.95408,21.0,35.0,30.0,3.0,1021.0,0.0
733,Eighty Eight Fire,57,Yolo,"off County Road 88 and County Road 29, north of Winters",38.59694444,-121.9938889,19.0,40.0,34.0,7.0,1015.0,0.0
734,Sunset Fire,31,Placer,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",38.824259999999995,-121.451307,19.0,37.0,31.0,7.0,1014.0,0.0
735,Tumbleweed Fire,18,Lassen,"off Highway 395 Southeast of Litchfield, East of Susanville",40.3768,-120.36403,12.0,27.0,22.0,7.0,1009.0,0.0
736,Eastern Fire,35,San Benito,"Coalinga Road, east of Bitterwater ",36.378333000000005,-120.90116699999999,10.0,31.0,24.0,8.0,1012.0,0.0
737,Hyatt Fire,18,Lassen,"Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville",40.316137,-120.45053,12.0,29.0,25.0,6.0,1014.0,0.0
738,San Ardo,27,Monterey,"Sargents Canyon and Deadman Gulch, San Ardo Oil Fields",35.95515,-120.86256000000002,16.0,27.0,24.0,3.0,1014.0,0.0
739,Call Fire,15,Kern,"off Cow Flat Road and Highway 178, west of Lake Isabella",35.51777778,-118.6525,18.0,34.0,29.0,5.0,1017.0,0.0
740,Pasqual Fire,37,San Diego,"San Pasqual Valley Rd, west of Ramona",33.078920000000004,-116.91845,21.0,34.0,29.0,4.0,1011.0,0.0
741,Shippee Fire,4,Butte,"Midway Road and Esquon Road , 4 miles SE  of Durham",39.59872,-121.78208000000001,18.0,36.0,30.0,4.0,1013.0,0.0
742,Bascom Fire,45,Shasta,"Off Bascom Rd & Hwy 44, in Millville",40.529090000000004,-122.17456999999999,21.0,39.0,33.0,9.0,1014.0,0.0
743,Shingle Fire,9,El Dorado,"off South Shingle Road and Latrobe Road, west of Latrobe",38.539806,-121.059979,16.0,30.0,25.0,6.0,1012.0,0.0
744,ONeals Fire,20,Madera,"Road 210 and Road 200, Oneal",37.10181,-119.623981,20.0,31.0,27.0,9.0,1013.0,0.0
745,Alpha Fire,37,San Diego,"Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base",33.389425,-117.50240500000001,14.0,25.0,22.0,6.0,1020.0,0.0
746,South Fire,5,Calaveras,"Near Milton Road and South Gulch Road, Rancho Calaveras",38.061298,-120.872244,19.0,36.0,30.0,4.0,1016.0,0.0
747,Skyline Fire,33,Riverside,"off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit",33.836101,-117.607577,25.0,32.0,29.0,10.0,1014.0,0.7
748,Stoll Fire,52,Tehama,"Stoll Rd & Baker Rd, west of Red Bluff",40.18395,-122.27573999999998,21.0,38.0,33.0,9.0,1013.0,0.0
749,Recycle Fire,37,San Diego,"Off Hwy 94 and Campo Truck Trail, Campo",32.63046,-116.46673999999999,13.0,27.0,22.0,6.0,1010.0,0.0
750,Santa Cruz Fire,42,Santa Barbara,"Channel Islands National Park, Santa Cruz Island",34.0232,-119.76576000000001,14.0,16.0,15.0,14.0,1020.0,0.0
751,Rangeland Fire,37,San Diego,off Rangeland Road and Highway 78 in Ramona,33.076239,-116.90298500000002,24.0,33.0,30.0,3.0,1012.0,0.0
752,Steamboat Fire,47,Siskiyou,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",41.70877,-122.47293,19.0,36.0,30.0,3.0,1017.0,0.0
753,Petersburg Fire,47,Siskiyou,Petersburg and Caribou Creek Rd 3 MI SW of Cecilville,41.085,-123.051,15.0,33.0,28.0,5.0,1017.0,0.0
754,Ribbon Fire,33,Riverside,Highway 74 and Ribbonwood Dr. near Pinyon,33.571763,-116.50005800000001,29.0,38.0,35.0,13.0,1011.0,0.1
755,Par Fire,4,Butte,"off Par Four Way and Highway 162, west of the City of Oroville ",39.491737,-121.637759,17.0,29.0,25.0,7.0,1012.0,0.0
756,Aliso Fire,30,Orange,"Aliso Woods Canyon Park, Community of Aliso Viejo",33.551320000000004,-117.72044,17.0,22.0,21.0,4.0,1014.0,0.0
757,Ogilvy Fire,42,Santa Barbara,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",34.576944,-119.61416000000001,21.0,28.0,26.0,7.0,1010.0,0.0
758,Priest Fire,27,Monterey," Hwy 198 & Priest Valley Rd, east of San Lucas",36.18401,-120.69955,14.0,25.0,20.0,9.0,1011.0,0.0
759,Roxie Fire (Formerly 1-1 Fire),18,Lassen,"Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville",40.34822,-120.82497,18.0,34.0,30.0,7.0,1018.0,0.0
760,Gorge Fire,45,Shasta,"off Highway 36 west and Beegum Gorge road, Platina area",40.36888889,-122.89055559999998,10.0,33.0,25.0,1.0,1017.0,0.0
761,Santiago Fire,30,Orange,off Highway 241 and Santiago Canyon Road,33.787838,-117.746625,23.0,28.0,27.0,6.0,1011.0,0.0
762,Euclid Fire,33,Riverside,off Highway 71 south of Euclid Avenue in Chino,33.925862,-117.654299,22.0,34.0,30.0,5.0,1010.0,0.0
763,Irving Fire,21,Marin,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",38.02447,-122.727,13.0,21.0,19.0,9.0,1012.0,0.0
764,Sliger Fire,9,El Dorado,"Sliger Mine Rd and Hida Way, northwest of Georgetown",38.94388,-120.92611000000001,18.0,33.0,28.0,7.0,1012.0,0.0
765,Parrots Fire,5,Calaveras,"Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito",38.08424,-120.46078,18.0,32.0,28.0,7.0,1014.0,0.0
766,Steele Fire,28,Napa,"off Arroyo Grande Drive and Steele Canyon Road, Capell",38.51943,-122.18353,16.0,39.0,32.0,6.0,1014.0,0.0
767,Pico Fire,19,Los Angeles,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",34.380390000000006,-118.60441000000002,22.0,38.0,33.0,6.0,1016.0,0.0
768,Open Fire,11,Glenn,"Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek",39.46543,-122.65581999999999,10.0,29.0,24.0,4.0,1018.0,0.0
769,Shastina Fire,47,Siskiyou,"west of Rancho Hills, community of Lake Shastina, north of Weed",41.65935,-122.48556,10.0,20.0,16.0,3.0,1017.0,0.0
770,Sterling,36,San Bernardino,"Sterling Ave and Foothill Dr, City of San Bernardino",34.15475,-117.24436599999999,22.0,33.0,30.0,5.0,1012.0,0.0
771,Market Fire,54,Tulare,"Road 208 and Avenue 380, 5 miles north of Woodlake",36.47766,-119.10433,10.0,24.0,19.0,2.0,1016.0,0.0
772,Idria Fire,35,San Benito,"Panoche Rd and New Idria Rd, west of San Joaquin",36.59036,-120.82355,21.0,38.0,33.0,10.0,1013.0,0.0
773,Bridle Fire,43,Santa Clara,"off Bridal Path Drive and Butch Drive, east of Gilroy",37.06367,-121.53586000000001,18.0,36.0,31.0,1.0,1020.0,0.0
774,Windmill Fire,42,Santa Barbara,"Highway 246, west of Buellton",34.62412,-120.22298,16.0,26.0,23.0,6.0,1013.0,0.5
775,Cobble Fire,10,Fresno,"Cobblestone Lane and Thernal Road, Tivy Valley",36.75581,-119.42172,11.0,22.0,19.0,7.0,1017.0,0.0
776,Western Fire,23,Mendocino,"Off Highway 101, south of Hopland",38.8802,-123.0496,12.0,35.0,28.0,7.0,1014.0,0.0
777,Cache Fire,17,Lake,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          ",39.02017,-122.57496,13.0,31.0,25.0,4.0,1015.0,0.0
778,Jelly Fire,52,Tehama,"Off Jellysferry Rd, north of Red Bluff",40.31759,-122.21032,12.0,30.0,25.0,2.0,1015.0,0.0
779,Balch Fire,54,Tulare,"off Balch Park Road and Yokohl Drive, northeast of Porterville",36.21634,-118.82988999999999,24.0,39.0,34.0,2.0,1015.0,0.0
780,Box Fire,36,San Bernardino,"off Interstate 15 and Kenwood Ave, north of San Bernardino",34.22526,-117.40966999999999,28.0,44.0,39.0,6.0,1015.0,0.0
781,Sam Fire,27,Monterey,"Sam Jones and Jolon Rd, Fort Hunter Liggett ",35.9352,-121.11936000000001,14.0,24.0,21.0,9.0,1017.0,0.0
782,Sheep Fire,15,Kern,"Comanche Point Rd, 3 miles south of Arvin",35.1234,-118.72905,13.0,31.0,26.0,4.0,1011.0,0.0
783,Peach Fire ,23,Mendocino,"off Peachland Road and Highway 128, north of the Community of Boonville",39.038859,-123.38493000000001,8.0,28.0,23.0,1.0,1018.0,0.0
784,3-16 Fire,18,Lassen,near Little Valley,40.946659999999994,-121.27049,20.0,35.0,31.0,3.0,1016.0,0.0
785,Horn Fire,18,Lassen,"Horn Road and Mail Route Road, 9 miles southeast of Termo  ",40.83116,-120.19336000000001,-5.0,7.0,2.0,9.0,1028.0,0.0
786,Redinger Fire,20,Madera,"Mammoth Road, 29 miles north of Clovis",37.179167,-119.43166699999999,17.0,28.0,24.0,5.0,1015.0,0.0
787,Plaza Fire,24,Merced,off Highway 33 and south of Highway 152,37.056944,-121.01638,9.0,24.0,19.0,14.0,1014.0,0.0
788,Spring 2 Fire,17,Lake,"Pawnee Dr. and New Long Valley Dr., northeast of Clearlake ",39.06715,-122.59788999999999,16.0,35.0,30.0,8.0,1017.0,0.0
789,Cruces Fire,42,Santa Barbara,"off Highway 1 and Highway 101, North of Gaviota",34.54305556,-120.31805559999998,15.0,26.0,23.0,2.0,1015.0,0.0
790,Anchor Fire,10,Fresno,"Anchor Ave and Hills Valley Rd, north of Orange Cove",36.696878999999996,-119.30449899999999,16.0,34.0,28.0,1.0,1013.0,0.0
791,Stony Fire,6,Colusa,"off Stonyford Road and Lake Park, west of Maxwell   ",39.2976,-122.51201200000001,15.0,29.0,25.0,3.0,1012.0,0.0
792,Main Fire,33,Riverside,"Main Street and Interstate 15, City of Lake Elsinore",33.67815,-117.32281,12.0,21.0,18.0,3.0,1013.0,0.0
793,Tornado Fire,33,Riverside,"Via Santa Rosa near Via Tornado, southwest of Temecula",33.504964,-117.148204,15.0,29.0,25.0,1.0,1020.0,0.0
794,Romero Fire,24,Merced,"Hwy 152 & Lower Cottonwood, west of Los Banos",37.08529,-121.09353999999999,19.0,35.0,31.0,10.0,1009.0,0.0
795,Bumper Fire,9,El Dorado,"Bumper Rd & China Hill Rd, east of Frenchtown",38.645,-120.87416699999999,20.0,35.0,31.0,3.0,1014.0,0.0
796,Heart Fire,23,Mendocino,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",39.279833,-123.258319,13.0,31.0,25.0,1.0,1014.0,0.0
797,Omega Fire,9,El Dorado,"off Omega Lane and Alpha Circle, west of Pilot Hill",38.82128,-121.03918,21.0,36.0,32.0,5.0,1014.0,0.0
798,Benton Fire,33,Riverside,off Benton Road and Crams Corner Drive in Anza,33.56349,-116.732032,16.0,30.0,26.0,5.0,1013.0,0.0
799,Stuhr Fire,50,Stanislaus,"Interstate 5 and Stuhr Rd, South of Patterson",37.32744,-121.10903,21.0,37.0,32.0,6.0,1011.0,0.0
800,Lebec Fire,15,Kern,"off Lebec Road and Lebec Oaks Road, North of Lebec",34.86022,-118.87881000000002,22.0,33.0,29.0,7.0,1013.0,0.7
801,Adams Fire,52,Tehama,"off Adams Road at Barr Lane, southwest of Cottonwood ",40.346652,-122.308479,11.0,24.0,17.0,8.0,1019.0,0.0
802,Raymond Fire,20,Madera,"off Road 407 and Road 600, Community of Raymond",37.14663,-119.91223000000001,17.0,36.0,29.0,9.0,1008.0,0.0
803,Creston FIre,40,San Luis Obispo,"off Creston Road, east of Paso Robles",35.58354,-120.62413500000001,13.0,28.0,23.0,2.0,1010.0,0.0
804,Happy Fire,42,Santa Barbara,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",34.74245,-120.18236,10.0,21.0,17.0,14.0,1016.0,0.0
805,Agua Fire,37,San Diego,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",33.35505,-117.03133999999999,9.0,20.0,16.0,5.0,1010.0,0.0
806,Camino Fire,40,San Luis Obispo,Off Lopez Drive east of Arroyo Grande,35.17693,-120.48861000000001,17.0,30.0,25.0,7.0,1018.0,0.0
807,3-10 Fire,18,Lassen,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",40.95234,-121.21597,18.0,31.0,27.0,1.0,1015.0,0.0
808,Bruce Fire,7,Contra Costa,"off Bruce Lane and Joseph Lane, east of San Ramon",37.79718,-121.85311000000002,19.0,32.0,28.0,8.0,1015.0,0.0
809,Experimental Fire,20,Madera,"Off Hwy 41 & Rd 406, south of ONeals",37.0979,-119.75307,14.0,23.0,20.0,4.0,1011.0,0.1
810,Keenbrook Fire,36,San Bernardino,"Cajon Blvd and Kenwood Ave, Devore",34.24138,-117.42431,23.0,37.0,32.0,3.0,1013.0,0.0
811,Copper Fire,18,Lassen,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",40.336420000000004,-120.93005,7.0,23.0,17.0,2.0,1017.0,0.0
812,Boyer Fire,22,Mariposa,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",37.47677,-119.84298999999999,12.0,29.0,25.0,7.0,1008.0,0.0
813,Kelley Fire,25,Modoc,"off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp",41.50105,-120.61108,16.0,32.0,29.0,7.0,1017.0,0.0
814,Crestline Fire,45,Shasta,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",40.824,-121.90215,18.0,35.0,31.0,3.0,1018.0,0.0
815,Hale Fire,43,Santa Clara,at Hale Ave and Monterey St. in Morgan Hill ,37.163594,-121.702547,15.0,33.0,27.0,5.0,1016.0,0.0
816,Carder Fire,17,Lake,"Adobe Creek Rd & Peterson Ln, Kelseyville",38.91152,-122.86854,17.0,34.0,29.0,4.0,1014.0,0.1
817,Tuscan Fire,52,Tehama,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",40.27754,-122.11375,23.0,40.0,35.0,2.0,1015.0,0.0
818,Haycamp Fire,27,Monterey,"Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood",35.96689,-121.28185,12.0,21.0,17.0,12.0,1021.0,0.0
819,Buckingham Fire,7,Contra Costa,"Buckingham Dr and Moraga Rd, southwest of Walnut Creek ",37.86339,-122.12351000000001,16.0,26.0,22.0,10.0,1014.0,0.0
820,Simmons Fire,4,Butte,"Off Highway 162 & Simmons Rd, Lake Oroville",39.57202,-121.43131000000001,23.0,39.0,34.0,8.0,1015.0,0.0
821,Martinez Fire,33,Riverside,"Off Martinez Road & Avenue 66, Thermal",33.56921,-116.154398,24.0,42.0,38.0,15.0,1013.0,0.0
822,Iron Fire,7,Contra Costa," off Montbretia Way and Ironwood, East of San Ramon",37.779209,-121.908976,15.0,27.0,23.0,7.0,1016.0,0.0
823,Masonic Fire,45,Shasta,"Lake Blvd & Masonic Ave, Redding",40.60866,-122.38366,11.0,24.0,18.0,13.0,1017.0,0.0
824,Adobe Fire,37,San Diego,"I-8 and College Ave, San Diego City",32.78031,-117.06782,17.0,25.0,23.0,4.0,1012.0,0.0
825,Mustang Fire,40,San Luis Obispo,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",35.64917,-120.71907,17.0,29.0,25.0,4.0,1015.0,0.0
826,Martin Fire,47,Siskiyou,"Martin Dr. and Stanton Drive, NE of Lake Shastina",41.58233,-122.33769,13.0,28.0,23.0,1.0,1017.0,0.0
827,Winchester Fire,33,Riverside,"Hidden Falls Road, Winchester",33.640051,-117.08535400000001,17.0,28.0,24.0,3.0,1013.0,0.0
828,Brushy Fire,23,Mendocino,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",39.62194,-123.28773999999999,2.0,22.0,13.0,8.0,1020.0,0.0
829,Terra Fire,33,Riverside,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",33.759722,-117.460278,30.0,39.0,36.0,3.0,1011.0,0.0
830,Marcel Fire,15,Kern,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",35.17156,-118.51651000000001,19.0,30.0,26.0,12.0,1017.0,0.0
831,Horse Creek Fire,54,Tulare,"Mineral King Rd, Ash Mountain area",36.42638,-118.70443,25.0,37.0,34.0,5.0,1015.0,0.0
832,Nimshew Fire,4,Butte,"Nimshew Rd & Centerville Rd, Magalia",39.84151,-121.62168,13.0,29.0,24.0,8.0,1013.0,0.0
833,3-18 Fire,18,Lassen,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",41.08583,-121.05722,20.0,35.0,31.0,3.0,1016.0,0.0
834,Alhambra Fire,7,Contra Costa,"off Highway 4 and Alhambra Ave, Martinez",37.996179999999995,-122.14097,16.0,31.0,26.0,9.0,1018.0,0.0
835,Sobrante Fire,33,Riverside,"El Sobrante Road at McAllister Street, Lake Matthews",33.85852,-117.43521000000001,27.0,34.0,31.0,7.0,1012.0,0.0
836,Aqueduct Fire,10,Fresno,"25th Ave & Ultica Ave, south of Kettleman City",35.92436,-119.94083,9.0,18.0,14.0,21.0,1017.0,0.1
837,Ager Fire,47,Siskiyou,"off Ager Road, northeast of Montague",41.791859,-122.513883,9.0,21.0,17.0,4.0,1015.0,0.0
838,Soboba Fire,33,Riverside,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",33.80406,-116.93188,15.0,33.0,29.0,4.0,1011.0,0.0
839,Vineyard Fire,40,San Luis Obispo,"Estrella Rd and Airport Rd, North of Paso Robles",35.71859,-120.64028,17.0,28.0,24.0,3.0,1011.0,0.0
840,Kelsey Fire,17,Lake,"Kelsey Creek Rd & Conklin Ln, Kelseyville",38.918420000000005,-122.85276,16.0,37.0,29.0,3.0,1011.0,0.0
841,Land Fire,33,Riverside,"Hwy 60 and Jack Rabbit Trail, Beaumont",33.946896,-117.066643,20.0,31.0,27.0,4.0,1013.0,0.0
842,Glen Fire,7,Contra Costa,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,37.99113,-121.86473000000001,18.0,37.0,31.0,6.0,1016.0,0.0
843,Plymire Fire,52,Tehama,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",40.201826000000004,-122.29388,12.0,29.0,24.0,3.0,1019.0,0.0
844,Wagner Fire,22,Mariposa,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",37.69965,-120.0545,19.0,34.0,29.0,9.0,1014.0,0.0
845,Niles Fire,1,Alameda," off Palomares Road Niles Canyon Road, northwest of Sunol",37.61158,-121.94181999999999,13.0,22.0,19.0,4.0,1028.0,0.0
846,Vallecitos Fire,1,Alameda,"off Vallecitos Road and Little Valley, south of Livermore",37.627119,-121.806775,13.0,26.0,22.0,13.0,1009.0,0.0
847,Portola Fire ,19,Los Angeles,off Westwanda Drive and Benedict Canyon Drive,34.110516,-118.42788600000002,18.0,30.0,26.0,5.0,1010.0,0.0
848,Jacques Fire,37,San Diego,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",33.40178,-117.27467,15.0,27.0,23.0,3.0,1013.0,0.0
849,Ethanac Fire,33,Riverside,"Highway 74 and Ethanac Rd, City of Perris",33.742,-117.28188999999999,18.0,31.0,28.0,2.0,1012.0,0.0
850,Johnson Fire,12,Humboldt,Highway 169 in Pecwan,41.34453,-123.85404,12.0,37.0,29.0,5.0,1016.0,0.1
851,Keeler Fire,43,Santa Clara,"Keeler Court and Santa Teresa Blvd., south of San Jose",37.21803,-121.76828,11.0,26.0,23.0,4.0,1017.0,0.0
852,Iron Gate Fire,47,Siskiyou,1 mile northwest of Iron Gate Dam,41.940459999999995,-122.43933,4.0,18.0,13.0,3.0,1015.0,0.0
853,Essex Fire,25,Modoc,"East of Essex Reservoir, northeast of Canby.",41.521229999999996,-120.72362,10.0,29.0,24.0,5.0,1015.0,0.0
854,Woodchuck Fire,33,Riverside,"Hwy 79 & Woodchuck Road, Temecula",33.467999,-117.00382900000001,15.0,29.0,25.0,1.0,1020.0,0.0
855,Casner Fire,37,San Diego,"off Old Julian Highway and Creek Hollow, west of Ramona",33.05737,-116.77153999999999,21.0,34.0,30.0,2.0,1010.0,0.0
856,3-2 Fire,18,Lassen,"off Homestead Ranch Road, southeast of Doyle ",39.99309,-120.02136999999999,15.0,33.0,26.0,5.0,1017.0,0.0
857,Madison FIre,57,Yolo,"County Road 25 and County Road 86A, community of Madison north of Winters       ",38.64953,-122.01762,12.0,30.0,24.0,3.0,1018.0,0.0
858,Ranchera Fire,45,Shasta,"Ranchera Road and Hill Boulevard, Shasta Lake City",40.678889,-122.40055600000001,20.0,31.0,27.0,6.0,1013.0,0.0
859,Cinnamon Fire,37,San Diego,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",33.04898,-116.78928,21.0,27.0,25.0,6.0,1013.0,0.0
860,Coldwell Fire,10,Fresno,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",36.10499,-120.55323999999999,17.0,31.0,26.0,5.0,1016.0,0.0
861,Gray Fire,36,San Bernardino,Muscoy,34.171786,-117.35606000000001,23.0,35.0,32.0,6.0,1015.0,0.0
862,School Fire,20,Madera,"in the area of Road 230 and Road 225, North Fork",37.227909999999994,-119.50461000000001,21.0,33.0,30.0,5.0,1016.0,0.0
863,Meamber Fire,47,Siskiyou,"Meamber Creek Road, 8 miles west of Fort Jones",41.64805,-122.98442,8.0,23.0,19.0,6.0,1016.0,0.0
864,Resort Fire,40,San Luis Obispo,"Lake Nacimiento, 10 miles west of Paso Robles",35.75737,-120.91793,18.0,30.0,26.0,3.0,1013.0,0.0
865,Bellagio Fire,28,Napa,"American Canyon Rd, East of American Canyon",38.16303,-122.23058999999999,10.0,22.0,19.0,5.0,1012.0,0.0
