,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
127,23,2013,Lake,17,11/23/2013,11/24/2013,0,38.9289,-122.5818,FALSE,"Off Dam Rd, southeast of Clear Lake",Dam Fire,100,CA,14,Unidentified,0,18,4,12,21,1017,0
128,15,2013,Riverside,33,7/19/2013,7/19/2013,0,33.94528,-117.09306,FALSE,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",Gilman Fire,100,CA,14,Unidentified,0,36,21,31,8,1011,0
129,0,2013,Humboldt,12,8/3/2013,8/3/2013,0,41.333,-123.376,FALSE,"10 miles east of Somes Bar, California",Orleans Complex,100,CA,14,Unidentified,0,27,6,22,8,1016,0
130,0,2013,Riverside,33,6/9/2013,6/9/2013,0,33.99647,-116.84137,FALSE,"Hathaway Canyon area, northeast of Banning",Hathaway Fire,100,CA,2,Equipment Use,0,28,17,24,5,1010,0
131,97717,2014,El Dorado,9,9/13/2014,10/9/2014,12,38.805437,-120.629714,TRUE,Near Pollock Pines,King Fire,100,CA,14,Unidentified,80,25,11,20,6,1014,0
132,39736,2014,Shasta,45,7/30/2014,8/15/2014,0,40.901,-121.368,FALSE,8 miles southeast of Fall River Mills,Bald Fire,100,CA,1,Lightning,0,34,14,29,2,1018,0.2
133,35302,2014,Siskiyou,47,7/30/2014,8/18/2014,0,42.048,-122.345,FALSE,"Community of Copco, South of Oregon Border",Oregon Gulch Fire (part of the Beaver Complex),100,CA,14,Unidentified,0,31,16,26,4,1019,0.6
134,32416,2014,Shasta,45,7/31/2014,8/25/2014,11,40.72,-121.562,TRUE,12 miles southeast of Burney near Old Station,Eiler Fire,100,CA,14,Unidentified,21,30,12,25,8,1016,2.6
135,13153,2014,Modoc,25,7/30/2014,8/13/2014,7,41.1336,-121.2144,TRUE,North of the community of Day,Day Fire,100,CA,1,Lightning,6,34,14,29,2,1018,0.2
136,12661,2014,Shasta,45,7/11/2014,7/26/2014,21,40.4314,-122.750788,TRUE,"Plantina Road at Bland Road, Igo",Bully Fire,100,CA,14,Unidentified,20,32,14,28,4,1013,0
137,6488,2014,Yolo,57,7/4/2014,7/12/2014,5,38.512,-122.104,TRUE,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",Monticello Fire,100,CA,14,Unidentified,0,33,11,27,9,1012,0
138,6258,2014,Shasta,45,7/30/2014,11/14/2014,0,41.141,-122.805,FALSE,East Fork of the Coffee Creek Drainage,Coffee Fire,100,CA,14,Unidentified,0,34,13,28,5,1018,0.7
139,5503,2014,Siskiyou,47,7/31/2014,8/18/2014,0,41.682,-122.127,FALSE,near Little Deer Mountain along Highway 97,Little Deer Fire,100,CA,14,Unidentified,0,32,15,27,3,1017,0.2
140,5367,2014,San Diego,37,5/14/2014,5/19/2014,0,33.3529,-117.284889,TRUE,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",Tomahawk Fire,100,CA,14,Unidentified,0,35,18,29,14,1019,0
141,4300,2014,Napa,"28,17",7/1/2014,7/9/2014,4,38.664,-122.454,TRUE,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",Butts Fire,100,CA,9,Miscellaneous,9,31,13,25,9,1009,0
142,4240,2014,Amador,"3,9",7/25/2014,8/2/2014,2,38.5691,-120.7819,TRUE,"East of Highway 49, 5 miles north of Plymouth",Sand Fire,100,CA,14,Unidentified,67,36,15,30,5,1012,0
143,4045,2014,Kern,15,8/18/2014,8/27/2014,0,35.7206,-118.4747,FALSE,"north side of Hwy 155, northwest of Wofford Heights",Way Fire,100,CA,14,Unidentified,0,32,13,25,8,1011,0
144,2143,2014,San Bernardino,36,4/30/2014,5/5/2014,3,34.169346,-117.547374,TRUE,North of Rancho Cucamonga,Etiwanda Fire,100,CA,14,Unidentified,1,28,15,25,19,1019,0
145,1995,2014,San Diego,37,5/14/2014,5/22/2014,3,33.1137,-117.1599,TRUE,"Village Drive and Twin Oaks Road, San Marcos",Cocos Fire,100,CA,14,Unidentified,40,34,19,29,15,1019,0
146,1952,2014,Los Angeles,19,1/16/2014,1/27/2014,0,34.1703,-117.8816,FALSE,"near Morris Reservoir, north of Glendora",Colby Fire,100,CA,14,Unidentified,0,23,13,19,18,1021,0
147,1680,2014,Kern,15,7/11/2014,7/21/2014,0,35.642,-118.15,FALSE,Kelso Valley/Onyx area,Nicolls Fire ,100,CA,14,Unidentified,0,30,14,24,7,1012,0
148,1651,2014,Modoc,25,7/1/2014,7/3/2014,0,41.89,-120.79,FALSE,15 fires across the Modoc National Forest,Modoc Lightning Complex,100,CA,14,Unidentified,0,34,12,29,9,1015,0
149,1548,2014,San Diego,37,5/13/2014,5/17/2014,3,33.003,-117.133,TRUE,"off Nighthawk Lane, southwest of Rancho Bernardo",Bernardo Fire,100,CA,14,Unidentified,50,30,19,28,7,1016,0
150,1469,2014,Modoc,25,7/3/2014,7/7/2014,0,41.489,-120.904,TRUE,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",Gulch Fire,100,CA,14,Unidentified,0,30,14,26,4,1013,0.3
151,1457,2014,San Diego,37,5/16/2014,5/20/2014,0,33.417572,-117.550567,FALSE,in the Talega area of Marine Corps Base Camp Pendleton,San Mateo Fire,100,CA,14,Unidentified,0,28,16,25,6,1015,0
152,865,2014,Tehama,52,1/2/2014,1/10/2014,0,40.134597,-121.790183,FALSE,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",Campbell Fire,100,CA,4,Campfire,0,20,8,14,8,1024,0
153,632,2014,Santa Barbara,42,5/13/2014,5/19/2014,0,34.609,-120.454,TRUE,Off Santa Miguelito Canyon Road in Lompoc,Miguelito Fire,100,CA,11,Powerline,1200,26,15,23,14,1017,0
154,612,2014,Madera,20,8/18/2014,8/25/2014,3,37.3433,-119.6581,TRUE,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",Junction Fire,100,CA,14,Unidentified,47,32,8,25,1,1013,0
155,600,2014,San Diego,37,5/14/2014,5/17/2014,0,33.1109,-117.279,FALSE,off Poinsettia Ln & Alicante Rd in Carlsbad,Poinsettia Fire,100,CA,14,Unidentified,0,33,20,28,14,1019,0
156,580,2014,Trinity,53,8/24/2014,8/28/2014,2,40.7412,-122.946,TRUE,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",Oregon Fire,100,CA,14,Unidentified,1,26,9,21,8,1012,0
157,516,2014,Siskiyou,47,9/15/2014,10/11/2014,1,41.42384,-122.37432,TRUE,City of Weed,Boles Fire,100,CA,14,Unidentified,1272,25,13,22,9,1013,0
158,487,2014,Tuolumne,55,6/4/2014,6/5/2014,0,37.76617,-120.45087,FALSE,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",59 Fire,100,CA,10,Vehicle,0,31,13,25,7,1012,0
159,400,2014,Monterey,27,3/19/2014,3/21/2014,0,36.6313,-121.4819,TRUE,"Off Encinal Rd, 8 miles southeast of Salinas",Encinal Fire,100,CA,14,Unidentified,0,24,4,17,8,1015,0
160,380,2014,San Diego,37,5/14/2014,5/15/2014,0,33.312,-117.162,TRUE,off Old Hwy 395 and I-15 in the Deer Springs area ,Highway Fire,100,CA,14,Unidentified,0,33,17,28,16,1019,0
161,333,2014,Humboldt,12,1/4/2014,1/8/2014,0,40.884415,-123.773779,FALSE,"South of Berry Summit, west of Willow Creek",Red Fire,100,CA,5,Debris,0,15,5,10,8,1018,0
162,320,2014,Madera,20,9/14/2014,9/22/2014,4,37.311915,-119.604124,TRUE,"Courtney Lane and 7 Hills Rd, Oakhurst",Courtney Fire,100,CA,5,Debris,71,34,12,27,3,1012,0
163,311,2014,Mariposa,22,10/7/2014,10/12/2014,0,37,40.34,FALSE,"Hwy 140 at Indian Creek, El Portal Community",Dog Rock Fire,100,CA,14,Unidentified,0,29,21,27,10,1016,0
164,274,2014,Los Angeles,19,8/17/2014,12/12/2014,0,34.267,-117.867,FALSE,"18 miles north of Glendora, off Highway 39 and mile marker 28.",Tecolote Fire,100,CA,14,Unidentified,0,30,19,27,6,1014,0
165,269,2014,Tuolumne,55,6/5/2014,6/6/2014,0,37.787,-120.452,FALSE,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",Hetch Hetchy Fire,100,CA,14,Unidentified,0,33,17,29,9,1011,0
166,247,2014,Nevada,29,9/13/2014,9/18/2014,0,39.113682,-120.999508,TRUE,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,Dog Bar Fire,100,CA,14,Unidentified,0,27,13,22,7,1014,0
167,217,2014,San Diego,37,7/3/2014,7/6/2014,4,33.078948,-116.576454,TRUE,"Banner Grade, east of Julian",Banner Fire,100,CA,14,Unidentified,3,39,20,32,13,1010,0
168,210,2014,Humboldt,12,9/12/2014,9/15/2014,0,41.134,-123.753,FALSE,1 mile northwest of Hoopa,Bald Hill 3 Fire,100,CA,14,Unidentified,0,27,8,23,4,1013,0
169,190,2014,Los Angeles,19,8/14/2014,12/12/2014,0,34.235,-117.771,FALSE,"upper end of East Fork San Gabriel River, North of Glendora",Shoemaker Fire,100,CA,14,Unidentified,0,30,19,26,6,1013,0
170,143,2014,Shasta,45,7/9/2014,7/10/2014,0,40.6569,-122.2215,FALSE,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",Dry Fire,100,CA,14,Unidentified,0,31,19,27,6,1013,0.2
171,130,2014,Mariposa,22,6/10/2014,6/13/2014,1,37.7103,-120.197,TRUE,"Highway 49 and Haigh Rd., north of Coulterville",Haigh Fire,100,CA,14,Unidentified,0,35,15,30,4,1008,0
172,125,2014,San Diego,37,3/8/2014,3/11/2014,0,32.81,-116.49,FALSE,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",Gun Fire,100,CA,14,Unidentified,0,22,11,18,13,1014,0
173,120,2014,Calaveras,5,6/20/2014,6/21/2014,0,120.679019,38.178241,FALSE,"off George Reed Drive and Pool Station Road, San Andreas",Reed Fire,100,CA,14,Unidentified,0,0,0,0,1,1,0
174,94,2014,El Dorado,9,9/14/2014,9/17/2014,0,38.59,-120.028,FALSE,Mokelumne Wilderness,Irene Fire,100,CA,14,Unidentified,0,22,7,18,5,1012,0
175,85,2014,Calaveras,5,6/22/2014,6/24/2014,1,38.058,-120.66,TRUE,"Oak Valley Road at Pool Station Road, south of San Andreas",Oak Fire,100,CA,14,Unidentified,1,30,11,25,4,1012,0
176,84,2014,Nevada,29,8/18/2014,8/19/2014,0,39.3918,-120.0805,FALSE,"off Interstate 80 at Hirschdale, east of Truckee ",Boca Fire,100,CA,14,Unidentified,0,26,7,21,6,1013,0
177,80,2014,Contra Costa,7,7/11/2014,7/12/2014,0,37.5359,-121.5118,TRUE,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",Marsh Fire,100,CA,14,Unidentified,0,25,15,21,10,1014,0
178,75,2014,Shasta,45,7/5/2014,7/8/2014,0,40.5719,-121.3415,TRUE,"Off Cassel Road at Thrush Road, in Cassel",Cassel Fire,100,CA,9,Miscellaneous,0,29,7,24,6,1016,0
179,75,2014,Monterey,27,4/30/2014,5/1/2014,0,36.103,-121.117,FALSE,"San Lucas & Jolon Rd, west of King City ",San Lucas Fire,100,CA,14,Unidentified,0,32,14,27,5,1018,0
180,72,2014,Butte,4,7/14/2014,7/16/2014,0,39.4664,-121.6129,FALSE,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",Wildlife Fire,100,CA,1,Lightning,0,40,22,35,9,1013,0
181,70,2014,Tuolumne,55,9/4/2014,9/5/2014,0,37.8316,-120.3434,FALSE,Hwy 49 & Jacksonville Rd near the community of Moccasin,Jackson Fire,100,CA,14,Unidentified,0,32,14,26,8,1008,0
182,70,2014,Solano,48,6/12/2014,6/13/2014,0,121.999,38.453,FALSE,"off Rolling Hills Lane, north of Vacaville ",Norman Fire,100,CA,14,Unidentified,0,0,0,0,1,1,0
183,57,2014,Riverside,33,3/28/2014,3/29/2014,0,33.5982,-116.1985,FALSE,Off Ave 62 and Van Buren St in Thermal,Van Buren Fire,100,CA,14,Unidentified,0,23,8,18,17,1017,0
184,48,2014,San Bernardino,36,10/16/2014,10/17/2014,0,33.93869,-117.70643,FALSE,in Chino Hills State Park near the Bane Canyon entrance,Bane Fire,100,CA,14,Unidentified,0,25,14,21,4,1015,0
185,47,2014,San Luis Obispo,",40",7/7/2014,7/8/2014,0,35.8218,-121.0226,FALSE,along Interlake Road between Monterey & San Luis Obispo County,Interlake Fire,100,CA,14,Unidentified,0,30,19,27,7,1012,0
186,38,2014,Nevada,29,7/7/2014,7/8/2014,0,39.1871,-121.2687,FALSE,on Hutto Rd & Keller Rd in Smartsville,Hutto Fire,100,CA,14,Unidentified,0,36,19,31,3,1013,0
187,30,2014,El Dorado,9,7/9/2014,7/9/2014,0,38.608336,-120.703238,FALSE,"off Mt Aukum Rd, Somerset ",Bible Fire,100,CA,14,Unidentified,0,33,13,28,3,1013,0
188,29,2014,San Diego,37,5/5/2014,5/6/2014,0,32.665,-116.222,FALSE,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",Jacumba Fire,100,CA,10,Vehicle,0,23,9,18,11,1013,0
189,27,2014,Napa,28,9/11/2014,9/15/2014,0,38.695961,-122.384054,FALSE,"Berryessa Estates, North of Lake Berryessa",Stage Coach Fire,100,CA,14,Unidentified,0,35,15,29,6,1012,0
190,25,2014,Shasta,45,8/29/2014,8/29/2014,0,40,29.24,FALSE,"Hyrax Road at Dersch Road, east of Redding",Leopard Fire,100,CA,14,Unidentified,0,25,15,21,11,1014,0
191,25,2014,Fresno,10,6/11/2014,6/9/2014,0,36.742747,-119.241493,FALSE,near Hwy 180 & Hall Lane near Squaw Valley,Hall Fire,100,CA,14,Unidentified,0,32,14,27,3,1009,0
192,20,2014,El Dorado,9,9/25/2014,9/25/2014,0,38.9195001,-120.1140659,FALSE,"Desolation Wilderness, 8 miles west of South Lake Tahoe",Cascade Fire,100,CA,14,Unidentified,0,15,5,10,14,1013,0
193,15,2014,Trinity,53,7/1/2014,7/3/2014,0,40.41,-123.24,FALSE,near the Trinity Pines community,West Fire,100,CA,14,Unidentified,0,33,10,28,4,1010,0
194,10,2014,Madera,20,8/26/2014,12/12/2014,0,37,18.4,FALSE,Malum Ridge Road near Bass Lake,Pines Fire,100,CA,14,Unidentified,0,26,26,26,24,1014,0
195,0,2014,Siskiyou,47,8/11/2014,8/14/2014,0,41.796,-123.374,FALSE,in the Happy Camp area,Happy Camp Complex,100,CA,1,Lightning,0,31,8,24,8,1016,0
196,151623,2015,Fresno,10,7/31/2015,11/9/2015,0,36.874,-118.905,FALSE,5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5,Rough Fire ,100,CA,14,Unidentified,0,19,8,16,4,1018,0
197,69438,2015,Lake,17,7/29/2015,8/14/2015,0,38.8863538,-122.4762475,TRUE,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",Rocky Fire,100,CA,9,Miscellaneous,104,37,18,32,7,1011,0
198,25118,2015,Lake,"17,28",8/9/2015,8/25/2015,0,38.8142503,-122.4867319,TRUE,"Jerusalem Valley area, northeast of Middletown",Jerusalem Fire,100,CA,14,Unidentified,27,32,14,28,10,1013,0
199,10570,2015,Lassen,18,8/3/2015,8/4/2015,0,40.938,-120.105,FALSE,17 miles northeast of Ravendale,Dodge Fire,100,CA,14,Unidentified,0,27,12,23,5,1012,0
200,6980,2015,Tulare,54,7/19/2015,9/5/2015,0,36.24,-118.54,FALSE,"Golden Trout Wilderness, Sequoia National Forest",Cabin Fire,100,CA,14,Unidentified,0,33,20,29,5,1016,0
201,5702,2015,Madera,20,7/25/2015,8/13/2015,0,37.279722,-119.50014,FALSE,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",Willow Fire,100,CA,14,Unidentified,0,30,10,25,6,1019,0
202,4863,2015,Modoc,25,7/30/2015,7/31/2015,0,41.399,-121.392,FALSE,SW of Lava Campground,Frog Fire,100,CA,1,Lightning,0,36,13,31,8,1017,0
203,4250,2015,San Bernardino,36,7/17/2015,7/21/2015,0,34.339,-117.478,TRUE,"off Interstate 15, south of Oaks Hills, in the Cajon Pass area",North Fire,100,CA,14,Unidentified,72,31,22,28,10,1011,0
204,2700,2015,Alameda,1,8/19/2015,8/22/2015,0,37.3845,-121.3732,TRUE,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",Tesla Fire,100,CA,14,Unidentified,0,37,17,30,6,1013,0
205,2446,2015,San Luis Obispo,40,8/16/2015,8/28/2015,1,35.3477,-120.6269,TRUE,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",Cuesta Fire,100,CA,10,Vehicle,1,33,23,29,5,1012,0
206,2304,2015,Nevada,29,7/25/2015,8/12/2015,6,39.192088,-120.882313,TRUE,In the Steep Hollow drainage west of Alta,Lowell Fire,100,CA,14,Unidentified,57,28,12,24,8,1019,0
207,1542,2015,Trinity,53,6/10/2015,6/29/2015,0,40.924,-123.168,FALSE,4 miles northwest of Hyampom,Saddle Fire ,100,CA,14,Unidentified,0,24,10,21,4,1012,0.1
208,1042,2015,Butte,4,9/11/2015,9/17/2015,1,39.5218,-121.3363,TRUE,"off Lumpkin Road and Forbestown Road, Robinson Mill",Lumpkin Fire,100,CA,14,Unidentified,0,37,21,31,8,1014,0
209,920,2015,Madera,20,6/18/2015,6/25/2015,0,37.165767,-119.523943,TRUE,"Road 222 and Tunoi Place, north of Auberry",Corrine Fire,100,CA,14,Unidentified,3,33,18,29,8,1014,0
210,673,2015,Lake,17,9/2/2015,9/8/2015,0,55.23,-122,TRUE,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",Elk Fire,100,CA,2,Equipment Use,0,4,2,3,4,1002,1.4
211,670,2015,San Benito,35,10/12/2015,10/16/2015,3,36.70854,-121.32734,TRUE,"Cienega Rd & Limekiln Rd, south of Hollister",Cienega Fire,100,CA,11,Powerline,0,34,14,26,1,1015,0
212,543,2015,Riverside,33,8/10/2015,8/15/2015,0,33.5736,-116.5387,FALSE,Highway 74 east of Highway 371,Anza Fire,100,CA,10,Vehicle,0,31,20,28,15,1011,0
213,430,2015,Tulare,54,7/21/2015,7/26/2015,0,36.085212,-118.824235,TRUE,"Globe Dr and Mountain Rd, Springville",Triple Fire,100,CA,14,Unidentified,0,36,23,31,8,1015,0.7
214,415,2015,Los Angeles,19,6/24/2015,6/26/2015,0,34.361007,-118.535793,FALSE,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",Calgrove Fire ,100,CA,14,Unidentified,0,33,18,29,2,1011,0
215,275,2015,Merced,24,5/11/2015,5/11/2015,0,37.08312,-121.06963,FALSE,off Hwy 152 near the O’Neill Forebay ,Forebay Fire,100,CA,14,Unidentified,0,25,9,20,12,1014,0
216,215,2015,Lake,17,8/22/2015,8/27/2015,0,38.925764,-122.879272,TRUE,"off Peterson Lane and Adobe Creek Road, near Kelseyville",Peterson Fire,100,CA,2,Equipment Use,0,33,12,26,3,1011,0
217,214,2015,Orange,30,7/13/2015,7/15/2015,0,33.7626,-117.7274,FALSE,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",241 Fire,100,CA,14,Unidentified,0,27,19,25,3,1015,0
218,212,2015,Shasta,45,7/29/2015,8/1/2015,2,40.415108,-122.439939,TRUE,"China Gulch, Happy Valley, Southwest of Redding",China Fire,100,CA,14,Unidentified,6,42,20,35,7,1015,0
219,204,2015,Tuolumne,55,7/29/2015,8/4/2015,0,37.823,-120.15644,TRUE,off Hwy120 and Sprague Rd near Groveland ,Big Creek Fire,100,CA,14,Unidentified,0,37,19,32,10,1014,0
220,200,2015,Los Angeles,19,7/17/2015,8/4/2015,0,34.367,-117.683,FALSE,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines,Pines Fire ,100,CA,14,Unidentified,0,33,19,29,10,1011,0
221,200,2015,Siskiyou,47,2/24/2015,3/2/2015,0,41.485,-121.851,FALSE,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",Stephens Fire,100,CA,14,Unidentified,0,17,-4,8,9,1030,0
222,181,2015,Siskiyou,47,7/13/2015,7/14/2015,0,41.8048,-122.5029,FALSE,5 miles North of the community of Montague on Cooley Rd,Cooley Fire,100,CA,2,Equipment Use,0,26,10,22,4,1018,0
223,171,2015,San Diego,37,6/17/2015,6/19/2015,0,32.9421,-116.8534,FALSE,"Wildcat Canyon Rd and Barona Rd, east of Fernbrook",Wildcat Fire,100,CA,14,Unidentified,0,27,16,21,5,1011,0
224,167,2015,San Diego,37,7/24/2015,7/26/2015,0,33.383889,-116.868611,FALSE,"On Palomar Mountain, north of the Palomar Observatory",Cutca Fire,100,CA,14,Unidentified,0,30,18,26,1,1016,0
225,158,2015,Humboldt,12,7/24/2015,8/1/2015,2,41.295667,-123.784067,TRUE,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan",Queen Fire,100,CA,14,Unidentified,0,29,-1,22,3,1018,0
226,158,2015,Yuba,58,6/18/2015,6/22/2015,3,39.2688,-121.26471,TRUE,"UC Field Station, Scott Forbes Road",Cook Fire,100,CA,14,Unidentified,0,34,14,29,9,1012,0
227,146,2015,Humboldt,12,8/18/2015,8/29/2015,0,40.1058823,-124.0720419,TRUE,"Saddle Mountain Road, 6 miles NE Shelter Cove",Horse Fire,100,CA,14,Unidentified,0,25,12,22,3,1011,0
228,137,2015,Plumas,32,4/13/2015,4/18/2015,0,40.05083333,-120.7016667,FALSE,East of Taylorsville,Ward Fire,100,CA,14,Unidentified,0,9,0,6,9,1016,1.1
229,128,2015,Trinity,53,8/25/2015,8/29/2015,0,40.724898,-122.96174,TRUE,"Democrat Gulch, west of Weaverville ",Democrat Fire,100,CA,14,Unidentified,0,27,8,21,1,1015,0
230,116,2015,Modoc,25,7/23/2015,7/26/2015,0,41.29226,-121.172117,FALSE,"on Splawn Mountain, northeast of Bieber",3-11 Fire,100,CA,14,Unidentified,0,25,11,21,4,1011,0
231,114,2015,Calaveras,5,8/13/2015,8/18/2015,0,38.052,-120.5577,TRUE,Marks Ranch Rd south of Angels Camp,Mark Fire,100,CA,14,Unidentified,0,31,16,26,6,1018,0
232,112,2015,Tuolumne,55,8/15/2015,8/16/2015,0,37.83618,-120.61691,FALSE,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",Tulloch Fire,100,CA,14,Unidentified,0,36,14,30,6,1017,0
233,110,2015,Tehama,52,8/8/2015,8/9/2015,0,40.3506868,-121.7786799,TRUE,off Highwat 36 near Paynes Creek,36 Fire,100,CA,14,Unidentified,1,33,17,29,1,1012,0.2
234,104,2015,Butte,4,10/2/2015,10/2/2015,0,39.8707,-121.8938,FALSE,"Munjar Rd, 10 miles north of Chico",Munjar Fire,100,CA,14,Unidentified,0,32,14,25,3,1018,0
235,100,2015,San Bernardino,36,6/25/2015,6/29/2015,0,34.165974,-117.243878,FALSE,Sterling Avenue x Foothill Drive East,Sterling Fire,100,CA,14,Unidentified,0,37,21,32,5,1011,0
236,95,2015,Monterey,27,9/19/2015,9/21/2015,0,36.5696373,-121.7556029,FALSE,off Laureles Grade and Highway 68 ,Laureles Fire,100,CA,10,Vehicle,0,22,12,19,6,1014,0
237,90,2015,Shasta,45,7/30/2015,7/31/2015,0,40.49865,-122.20109,FALSE,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding",Sprig Fire,100,CA,1,Lightning,0,41,24,36,4,1016,0
238,86,2015,Tulare,54,7/30/2015,8/5/2015,4,36.49845,-118.9009,TRUE,5 miles north of the community of Three Rivers near Advance,Advance Fire,100,CA,1,Lightning,0,37,21,33,7,1016,0
239,80,2015,San Diego,37,6/26/2015,6/26/2015,0,32.6449163,-116.9454387,FALSE,off Otay Lakes Road and Woods Drive in Chula Vista,Otay Fire,100,CA,14,Unidentified,0,27,17,25,6,1013,0
240,77,2015,Modoc,25,7/23/2015,7/25/2015,0,40.856422,-121.101623,FALSE,"in Dixie Valley, southwest of Bieber",3-12 Fire,100,CA,14,Unidentified,0,23,5,19,3,1011,0
241,75,2015,Shasta,45,8/2/2015,8/4/2015,0,40.67868,-121.93244,TRUE,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run",Fern Fire,100,CA,14,Unidentified,0,26,15,23,5,1014,1
242,75,2015,Shasta,45,7/29/2015,7/31/2015,2,40.509552,-122.199227,TRUE,off Mallard Way in Millville ,Mallard Fire,100,CA,14,Unidentified,1,38,22,32,7,1015,0
243,67,2015,Kern,15,6/15/2015,6/15/2015,0,35.77937,-120.19482,FALSE,Off of Hwy 41 near Cottonwood Pass,Pass Fire,100,CA,14,Unidentified,0,37,24,32,9,1010,0
244,60,2015,Lassen,18,6/19/2015,6/20/2015,0,40.875667,-121.033667,FALSE,"Dixie Valley, south of Bieber",Dixie Fire,100,CA,14,Unidentified,0,27,8,22,5,1015,0
245,59,2015,Shasta,45,8/3/2015,8/4/2015,0,40.3929,-122.40546,TRUE,"Gas Point and Happy Valley Rd, west of Cottonwood",Point Fire,100,CA,14,Unidentified,0,35,16,29,3,1012,0
246,55,2015,San Diego,37,8/9/2015,8/10/2015,0,33.4115972,-117.2886249,FALSE,De Luz Rd and De Luz Murrieta Rd,De Luz Fire,100,CA,14,Unidentified,0,29,16,25,2,1013,0
247,55,2015,Tehama,52,6/17/2015,6/17/2015,0,40.0133,-122.552,FALSE,"Off Lowery Rd, north of Paskenta",Fork Fire,100,CA,9,Miscellaneous,0,37,18,27,5,1013,0
248,54,2015,San Bernardino,36,7/12/2015,7/21/2015,0,34.0783472,-117.0487863,TRUE,"Mill Creek Rd and Bryant St, east of Mentone",Mill 2 Fire,100,CA,14,Unidentified,0,31,13,26,3,1014,0
249,50,2015,Ventura,56,11/7/2015,11/7/2015,0,34.15,-118.879444,FALSE,"Hidden Valley area, southwest of Thousand Oaks",Potrero Fire,100,CA,5,Debris,0,25,14,20,17,1020,0
250,50,2015,Mendocino,23,7/30/2015,8/3/2015,0,39.43301,-123.36316,FALSE,Community of Willits and Brooktrails,Mendocino Lightning Fires,100,CA,14,Unidentified,0,33,11,28,3,1014,0
251,40,2015,Lassen,18,9/9/2015,9/10/2015,0,40.400196,-120.553075,FALSE,"Center Rd, east of Susanville",Center Fire,100,CA,1,Lightning,0,30,12,25,2,1015,0
252,40,2015,Stanislaus,50,7/28/2015,7/28/2015,0,37.24523,-121.20324,FALSE,"Sullivan Rd and Orestimba Rd, 10 miles West of Newman",Sullivan Fire,100,CA,14,Unidentified,0,38,17,32,9,1013,0
253,40,2015,Solano,48,7/10/2015,7/10/2015,0,38.1029,-122.1578,TRUE,Lake Herman Rd and Sky Valley Rd,Ascot Fire,100,CA,14,Unidentified,0,24,14,20,10,1012,0.2
254,38,2015,Napa,28,6/16/2015,6/17/2015,0,38.5287,-122.3415,TRUE,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",Chiles Fire,100,CA,14,Unidentified,0,30,8,24,4,1013,0
